239652000	223	103.69553	1.1579	290	10.6
354269000	252	103.6957	1.06712	57	11.2
565474000	285	103.7544	1.11733	40	11.2
533130966	148	103.62888	1.19603	281	5.9
565176000	266	103.53988	1.20867	285	9
357909000	276	103.66773	1.17663	304.5	11.4
441921000	180	103.67638	1.18723	316	7.5
525008066	296	103.72544	1.09233	52.8	11.4
477880600	193	103.6227	1.19236	280.2	11.3
563270000	137	103.79005	1.2311	325.4	8.4
271042805	321	103.68385	1.16944	303.8	10.6
538004187	173	103.65593	1.18683	287	9.2
372665000	270	103.50789	1.17136	71.5	7.6
636015985	196	103.73986	1.14375	270.6	10.9
477399300	160	103.6091	1.1903	281.3	7.3
574001630	82	103.46746	1.18318	79.2	12.7
565823000	47	103.84259	1.21007	267.9	9.1
566718000	282	103.7649	1.16713	235.9	6.4
564147000	211	103.65427	1.1761	268.8	3.6
538090461	191	103.64785	1.20222	91.5	11.4
565772000	324	103.54427	1.16267	320	2
414705000	293	103.64393	1.19949	90.7	11
564228000	43	103.85035	1.21128	298.2	20.8
565218000	36	103.83263	1.20931	270.1	7.8
563021450	232	103.74867	1.29017	91.1	25.6
564330000	49	103.8473	1.21467	318.7	21.9
564843000	256	103.70368	1.22937	95	9.5
563909000	137	103.7369	1.15085	270.9	7.3
566691000	144	103.82942	1.1361	45.6	6.9
564627000	185	103.56362	1.17722	51	9.5
372939000	322	103.70052	1.18848	304	2.1
564839000	342	103.90969	1.17928	245.7	8.7
351720000	277	103.79211	1.20351	355.6	13
413376430	295	103.46934	1.18261	82.1	11.3
565311000	292	103.58709	1.19874	269.7	9.3
312633000	153	103.67649	1.2229	69.8	6.1
563022440	301	103.74848	1.21772	63.7	7.1
566542000	150	103.68961	1.20034	92.5	8
256998000	92	103.73144	1.13821	266.3	10.9
636091073	290	103.83305	1.18708	100	11.7
477829700	114	103.63618	1.04865	91	9.4
529262000	146	103.67802	1.2008	211.7	6.3
525006004	139	103.6451	1.03878	75.2	11.7
565438000	149	103.64253	1.23288	213	3.1
538002001	302	103.73038	1.14312	264	7.9
257904000	356	103.65225	1.04737	76	12.7
210508000	354	103.73505	1.14006	267	10.2
566753000	192	103.82388	1.1993	89.4	8.5
566657000	67	103.83233	1.23606	95	8.3
372047903	348	103.84121	1.20671	270.2	8.5
563023720	290	103.78414	1.25348	100.8	8.4
563009240	284	103.63981	1.20666	94.8	7.7
563003290	342	103.6398	1.206	108.7	10
563003460	232	103.64625	1.20678	100.7	5.9
567402000	290	103.63305	1.22695	317	4.6
457272000	68	103.6723	1.19788	29.8	13.2
563025460	78	103.75154	1.28577	231.5	9.5
312627000	283	103.72019	1.2229	147.5	7.2
563012320	335	103.81872	1.20344	341.4	16.2
563021070	233	103.6925	1.0779	59	22.1
209632000	273	103.73283	1.14017	264	12.4
563923000	346	103.53363	1.01924	62.9	22.8
235075024	275	103.7297	1.14388	268	15
636092164	151	103.73363	1.13858	259	11.2
325580000	234	103.674	1.2215	270	22.1
563781000	59	103.83934	1.22137	314.3	22.6
564754000	82	103.64807	1.04207	96	11
566301000	118	103.73945	1.14372	269	11.9
563024910	210	103.79793	1.17255	242.6	10.2
565425000	225	103.90035	1.21302	303	3.8
477633800	265	103.64899	1.04581	92.5	12.6
229079000	51	103.86654	1.19345	90.3	11.2
356284000	194	103.83802	1.18423	97	10.9
563010440	321	103.80951	1.17775	247.8	9.9
312018000	90	103.62979	1.20875	92	9
351924000	79	103.66623	1.07724	297.6	5.3
341416000	85	103.61417	1.05945	120.9	8.5
352584000	353	103.7792	1.18017	270.1	4.4
259888000	311	103.82869	1.17948	92.7	10.7
305602000	74	103.89429	1.22357	266.8	9.1
525012205	276	103.66916	1.04829	59.6	8.6
563016990	333	103.64252	1.20912	280.8	6.5
355523000	182	103.7351	1.13722	269.4	9.1
311067800	270	103.73565	1.14865	269.9	12.6
373449000	323	103.64642	1.05576	91.5	11.3
218774000	70	103.72941	1.13613	269.4	15.2
566501000	25	103.84718	1.21348	306.8	26.8
357239000	155	103.64744	1.04112	84.7	12.2
245992000	259	103.84433	1.20517	87.2	10.9
563021440	47	103.80995	1.20046	198.1	3.9
636011215	293	103.73511	1.14609	272.5	9.7
563009510	323	103.68434	1.23	185	2.1
538002353	93	103.49372	1.13579	120.8	7.6
563022570	22	103.83052	1.18758	248	21.5
312529000	99	103.69555	1.23001	62.6	9.7
677048400	171	103.64446	1.0579	93.6	9.6
566354000	282	103.74232	1.14218	267.7	9.7
563711000	60	103.79766	1.13246	126.7	7.2
422031100	52	103.73624	1.14191	272	9.1
538004173	190	103.73603	1.14108	267	14.2
414752000	136	103.62913	1.17565	279.7	14.8
477463600	333	103.83983	1.20183	97	11.4
566680000	50	103.59587	1.13952	74	8.9
413324000	235	103.73238	1.14235	267	14.4
563524000	72	103.64316	1.2026	91.3	9.1
566231000	346	103.86758	1.18991	73.7	9.2
563228000	155	103.67452	1.20944	89.9	7.4
563319000	276	103.5382	1.20851	263	8.3
529226000	123	103.81598	1.24339	292.2	7.8
564796000	312	103.60445	1.17472	299	11.1
533369000	76	103.65885	1.04329	90.6	10.2
352618000	290	103.64415	1.20177	91	7.2
529403000	293	103.80844	1.24386	299.9	10
563009180	282	103.74574	1.22023	266.9	8.6
432803000	37	103.65043	1.03601	93.4	13.8
563021460	27	103.6994	1.17025	259.8	3.3
477274300	235	103.69853	1.17005	266	3.6
414019000	124	103.65399	1.04577	93	8.9
