566805000	116	103.54533	1.2035	81.6	12.2
563013850	214	103.75722	1.28789	55.4	19.9
563021430	204	103.77146	1.2439	77.6	22.4
564068000	246	103.7273	1.25215	230.5	5.4
564355000	157	103.80004	1.25291	281	5.8
636092320	154	103.74628	1.28389	208.1	4.8
370765000	233	103.63085	1.1918	276	10.9
371842000	80	103.5384	1.11763	124	13.5
564201000	223	103.76149	1.272	337.6	2.2
355136000	203	103.75312	1.28839	96	4.9
564736000	66	103.71695	1.22181	55.5	3.2
564839000	84	103.75049	1.28293	198	11.4
564850000	139	103.6656	1.21825	109	7.9
370418000	57	103.83352	1.19577	136	10.9
533003390	223	103.69477	1.29578	262.7	9.5
563009230	149	103.69282	1.23806	211.7	6.8
219840000	206	103.6935	1.21907	51.6	16.6
259787000	168	103.61137	1.20174	83.7	6.4
352935000	236	103.87265	1.20622	241	13.8
538004665	81	103.85798	1.19914	244	9.7
563010790	187	103.57546	1.26465	287.1	2.2
477274300	105	103.65283	1.20085	77	9.6
565551000	221	103.75702	1.18685	129	7.9
566010000	179	103.7803	1.26842	53	2.6
352208000	171	103.75433	1.24772	71.9	7.2
357297000	166	103.67167	1.06717	64	7.7
533059700	166	103.5791	1.25452	284	7
566392000	157	103.59877	1.21799	313.2	7.5
445686000	226	103.76993	1.26056	302.7	9.1
563766000	98	103.68223	1.1985	307.4	7.7
566019000	110	103.64867	1.1976	84.4	10.3
566718000	224	103.65498	1.24191	313.7	6.6
371201000	53	103.44132	1.22988	290	10.7
566475000	118	103.83747	1.20704	263	4.1
636090655	201	103.76481	1.26756	154.4	2.2
563009220	231	103.76566	1.26558	135.6	2.1
370878000	184	103.76155	1.24572	82	6.7
565823000	242	103.7888	1.22164	136.6	9.3
236111796	84	103.5984	1.07465	113.6	15.7
525008069	203	103.77961	1.1472	56.9	10.9
529499000	161	103.78975	1.24954	109.4	11.5
563021040	80	103.6435	1.228	267.8	6.7
565635000	119	103.76698	1.26153	155.7	7
354195000	111	103.82995	1.20645	282	10.7
636014944	115	103.78946	1.1689	238.2	12.9
574447000	225	103.7879	1.15088	55.1	13.4
574001630	162	103.52613	1.145	169.1	15.3
355905000	93	103.83033	1.16983	66	14.9
565451000	244	103.55276	1.17148	268.9	2.2
312564000	146	103.75491	1.27401	307.1	7.8
563019670	238	103.78605	1.18206	94.4	12.8
538004600	54	103.76383	1.142	42	3
564742000	88	103.76292	1.24545	92.3	5.9
563017240	231	103.70677	1.29433	281.9	2.1
566577000	122	103.49649	1.14354	122.3	7.2
565132000	82	103.34592	1.25492	129	18.7
529226000	205	103.75675	1.24357	87.3	8.7
212304000	238	103.89583	1.23667	166	5.4
563006410	76	103.75409	1.28824	99.9	4
563009190	231	103.69078	1.2456	142.2	4.5
477017700	197	103.38914	1.20189	130.5	11.7
563010540	127	103.72809	1.30246	342.6	4.5
563021460	187	103.69118	1.24599	216.3	5
563021060	97	103.80667	1.225	325.1	23.5
563002360	163	103.70064	1.30138	166.6	6.1
563003290	52	103.75503	1.28812	100.7	3.1
564451000	197	103.33837	1.25117	131.6	14.3
563008480	55	103.63009	1.21071	99.3	7
529595000	59	103.72727	1.30357	156.1	8.3
563002690	234	103.85117	1.20833	254	5.6
563010650	223	103.62097	1.20471	89.3	12.9
371019000	190	103.38281	1.20937	136.9	11.9
563022690	65	103.75871	1.29334	98.2	12.3
565957000	179	103.74988	1.27582	294.9	2
566272000	64	103.73492	1.25323	301	2.8
563013880	168	103.74678	1.27763	305.8	5.1
566108000	189	103.77003	1.26734	196.1	2.2
563020750	229	103.75285	1.29369	262.2	5.1
413382000	128	103.47698	1.15043	123.6	9.2
525015896	183	103.35864	1.20372	116.3	10
563012950	146	103.75334	1.29325	245.9	2.2
233633000	250	103.54317	1.35717	169	2.2
563001230	70	103.68335	1.23273	98.2	2
563009510	162	103.68343	1.23331	84.5	3.4
563005590	105	103.73264	1.29683	287.3	2.2
538004615	201	103.47612	1.25124	166	8.7
563009180	69	103.75036	1.27997	287.7	4.4
636091200	116	103.88674	1.24159	234.7	2
563013860	187	103.72001	1.23828	55.3	8
566657000	81	103.85012	1.25795	135.1	6.9
563010640	78	103.76027	1.29168	295.1	4
563009860	210	103.73752	1.29452	131.7	3.1
356224000	97	103.34657	1.25292	133.3	16.7
636091959	164	103.76415	1.26834	147.8	2
565299000	69	103.85347	1.20984	235.2	7.2
563006850	66	103.69081	1.18308	87.7	2.1
258814000	126	103.66064	1.17343	229.5	2
636014901	178	103.53293	1.25601	20.5	2.3
563414000	194	103.74683	1.12333	42	7
565418000	147	103.6932	1.22116	197.4	2.5
355439000	150	103.65067	1.21733	181	2
563024740	149	103.60295	1.22826	124.2	3
566521000	119	103.59354	1.22084	99.8	26.4
563023720	69	103.65641	1.17692	295.5	7.1
563009240	234	103.69324	1.2992	201.8	7.2
636014812	55	103.36606	1.21757	132	13.5
356217000	221	103.84953	1.25998	152	5.7
566373000	214	103.79108	1.20856	285.9	2.2
566717000	172	103.60466	1.22012	131.8	2.3
563021740	121	103.75379	1.30717	207.9	2
525223100	74	103.7767	1.25866	280	6.8
565774000	133	103.646	        1.22292	250.2	3.7
563022820	119	103.59523	1.23493	27.3	6.1
304538000	223	103.85258	1.1995	246.5	11.1
538003313	240	103.7658	1.24003	21	2
566536000	162	103.59295	1.25059	111.2	2.2
563003020	77	103.85101	1.20822	261.8	4.3
416467000	107	103.56387	1.16999	166.3	2
564884000	150	103.81625	1.26173	242	7.7
355297000	230	103.94607	1.24418	261	8.8
370395000	125	103.80992	1.24164	315.9	2.1
564034000	76	103.7474	1.19827	74.6	2
572222000	187	103.58028	1.21638	153.5	2.9
677056000	246	103.75215	1.29246	242.2	6.3
373953000	87	103.47492	1.24908	136	2.1
477266500	94	103.89696	1.21918	360	9.7
563016990	113	103.60856	1.2168	142.5	3.4
564505000	162	103.67846	1.19588	244	2.2
565154000	126	103.78144	1.1925	89.8	2.2
563025180	110	103.75424	1.30552	166.4	5
334741000	228	103.69104	1.26223	314.5	3.2
564416000	101	103.65244	1.30739	214.2	2
563894000	191	103.71355	1.22345	269.9	2.1
564133000	67	103.78047	1.1904	90.6	2.2
565727000	241	103.7228	1.22033	316.8	3.9
525020108	244	103.82905	1.20982	234.8	3
563852000	193	103.7281	1.21774	301.6	4.4
248333000	240	103.65462	1.23493	133.6	3.2
563891000	180	103.78257	1.19144	117.6	2.1
269083000	106	103.3215	1.27917	132	9.2
566927000	58	103.60523	1.21786	131.6	2.4
563017640	180	103.60477	1.22828	324.1	2.5
477464400	65	103.29674	1.28778	132.7	7
304931000	140	103.78617	1.18736	152.6	5.5
529203000	213	103.72727	1.30501	162.1	7.7
563004130	150	103.71837	1.22362	273.1	2
636012386	233	103.70433	1.1887	275.4	3
566496000	79	103.85485	1.25685	165.3	7.6
563003460	170	103.6847	1.23305	192	6.3
565660000	146	103.80111	1.24922	257.8	3
525007028	202	103.92658	1.22997	251.1	8.8
310373000	76	103.34103	1.25583	135	12.4
565744000	249	103.79803	1.24391	58.1	2
563239000	195	103.5957	1.22102	335	2.4
371321000	116	103.64667	1.2305	321	4.3
477305200	148	103.34681	1.233	127.5	10.8
565290000	167	103.32568	1.25118	136	14
667003046	233	103.60501	1.25379	210.2	2.4
563023710	128	103.72837	1.30315	313.9	6.1
564974000	101	103.79453	1.23395	321.4	13.2
563365000	212	103.80681	1.2078	266.1	3.2
563009210	71	103.67663	1.22223	242.8	14.8
563774000	125	103.796	        1.19934	99.9	2.2
566072000	249	103.65751	1.22677	114.7	2
305387000	240	103.83456	1.26505	79	2.3
529403000	235	103.69882	1.30815	169.4	5.8
565919000	130	103.6319	1.22942	310.7	3
564762000	150	103.68585	1.23368	4.1	2
